JAsnv24-Oli-1_S1_spr1_sL1-1
JAsnv24-Oli-2_S2_spr1_sL1-2
JAsnv24-Oli-3_S3_spr5_sL1-1
JAsnv24-Oli-4_S4_spr5_sL1-2
JAsnv24-Oli-5_S5_spr1-hpl2_sL1-1
JAsnv24-Oli-6_S6_spr1-hpl2_sL1-2
JAtab71-S-1_WT_sL1-1
JAtab71-S-2_WT_sL1-2
JAtab71-S-3_hpl2_sL1-1
JAtab71-S-4_hpl2_sL1-2
